created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username
Thu May 25 07:46:57 +0000 2023;1661639980199080000;1661639980199079937;""Saya belum tahu, tapi yang pasti hari ini pertemuannya dalam rangka soal ya pekerjaan atau pembicaraan antara presiden dan menteri soal pekerjaan kira-kira begitu," kata Dasco.#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;0;0;0;;in;1598275455278551041;1661639950335455200;1661639950335455234;"";"";Muhamma48288841
Thu May 25 02:22:23 +0000 2023;1661558298662011000;1661558298662010882;"@ruhutsitompul Rasis!";1;0;0;0;;in;2677966309;1661547553773748200;1661547553773748224;"";"";rendrasejati
Thu May 25 07:46:51 +0000 2023;1661639952843821000;1661639952843821058;"Jakarta - Menteri Pertahanan RI sekaligus Ketua Umum Partai Gerindra Prabowo Subianto dikabarkan menghadap Presiden Joko Widodo (Jokowi) di Bogor siang ini.\n#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;1;0;0;;in;1598275455278551041;1661639950335455200;1661639950335455234;"";"";Muhamma48288841
Thu May 25 07:45:18 +0000 2023;1661639562278600700;1661639562278600709;"@72Gar7 @musniumar @STUDSGUY Saking  ngebet jadi presiden, gedibal yaman ini sampai bohong untuk nyerang lawannya! Busuuk kayak kumis @musniumar https://t.co/zNa68eQk8o";0;0;0;0;;in;1117824738;1661536027071365000;1661536027071365120;"https://pbs.twimg.com/media/Fw9UYDTaUAAodul.jpg";"photo";Sigiwarmada
Thu May 25 07:46:19 +0000 2023;1661639818173124600;1661639818173124608;"@alisyarief Kamu mau pilih @aniesbaswedan jadi presiden utk bayar utang atau utk menambah utang??";0;0;0;0;;in;752047300218753025;1661542361426690000;1661542361426690048;"";"";lamegogosa
Thu May 25 07:48:15 +0000 2023;1661640307728068600;1661640307728068608;"@aniesbaswedan Kalo 2024 gak jd presiden gpp kan pak @aniesbaswedan ?";0;0;0;0;;in;903737558;1661615129165955000;1661615129165955072;"";"";Kidneffendik
Thu May 25 07:47:12 +0000 2023;1661640041268146200;1661640041268146176;"Waduh belum jadi presiden aja sudah main ancam\n\n#JanganSalahPilihPemimpin https://t.co/xBDMzKXpqU";0;0;0;1;;in;1343376355023486977;1661640041268146200;1661640041268146176;"https://pbs.twimg.com/ext_tw_video_thumb/1661639951329665025/pu/img/YRxFabXauAOUB1oX.jpg";"photo";sikatmiring69
Thu May 25 07:44:06 +0000 2023;1661639261471527000;1661639261471526922;"Dalam keterangannya kepada media usai melaksanan kunjungan, Presiden RI Joko Widodo menyatakan bahwa dari paparan yang diterima,\n#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;1;0;0;;in;1287936042750758912;1661639251824623600;1661639251824623616;"";"";mercifulove
Thu May 25 07:44:07 +0000 2023;1661639266118795300;1661639266118795265;""Saya kira ini sebuah perkembangan yang sangat baik dan yang paling penting kita bisa mengadopsi sebanyak mungkin teknologi-teknologi baru di bidang pertahanan militer. Yang paling penting itu," tegas Presiden RI.\n#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;1;0;0;;in;1287936042750758912;1661639251824623600;1661639251824623616;"";"";mercifulove
Thu May 25 07:44:21 +0000 2023;1661639326210596900;1661639326210596864;"@AirinDatangLagi Belum saatnya jd presiden di negeri ini...";0;0;0;0;;in;1451035354367102983;1661579086840610800;1661579086840610817;"";"";Jokoprogmailco1
Thu May 25 07:44:00 +0000 2023;1661639235613470700;1661639235613470721;"Presiden LaLiga Javier Tebas meminta maaf usai balik menyerang curhatan Vinicius Jr di Twitter. Berikut info selengkapnya.\n\nhttps://t.co/kex6xGPZvn";0;1;0;1;;in;69183155;1661639235613470700;1661639235613470721;"";"";detikcom
Thu May 25 07:44:05 +0000 2023;1661639256790687700;1661639256790687744;"Saat mengunjungi pameran, Presiden RI bersama Menhan Prabowo Subianto dan sejumlah pejabat negara lainnya,\n#SemuaDukungPrabowo #IkutPakde";0;1;0;0;;in;1287936042750758912;1661639251824623600;1661639251824623616;"";"";mercifulove
Thu May 25 07:44:22 +0000 2023;1661639331134705700;1661639331134705665;"@minsugaa03 @BTS_twt aaa mau kesini tapi jauhhh, tapi udh reg tiket siee. semoga ga kehalang apapun ya Allah 😩😭";0;0;0;0;;in;1307985680635555840;1661623147823521800;1661623147823521792;"";"";veyourbaebae
Thu May 25 07:44:04 +0000 2023;1661639251824623600;1661639251824623616;"Menhan Prabowo Dampingi Presiden RI Joko Widodo, Kunjungi Indo Defence 2022\n#SemuaDukungPrabowo #IkutPakde Prabowo Subianto https://t.co/pOnEJiGqzb";0;1;0;0;;in;1287936042750758912;1661639251824623600;1661639251824623616;"https://pbs.twimg.com/media/Fw9TiKQaQAAZXfP.jpg";"photo";mercifulove
Thu May 25 07:44:54 +0000 2023;1661639464974946300;1661639464974946304;"@Indostransfer Berarti cuma 15 tim ya ndos, sistem grup lagi kah? Saya kira langsung 16 besar";0;0;0;0;;in;762625867;1661637336491528200;1661637336491528193;"";"";Cocoklogi2012
Thu May 25 07:44:15 +0000 2023;1661639299606122500;1661639299606122496;"yang menyatakan bahwa calon presiden Prabowo Subianto memiliki elektabilitas tertinggi di kalangan Gen Z\n\n#SemuaDukungPrabowo\n#SayaSetyoko";0;1;0;0;;in;4513069644;1661639293679575000;1661639293679575040;"";"";LubisDarlina
Thu May 25 07:44:13 +0000 2023;1661639290642927600;1661639290642927617;"Selain mengunjungi sejumlah venue peserta Indo Defence, Presiden RI Joko Widodo bersama Menhan RI Prabowo Subianto serta para pendamping lainnya,\n#SemuaDukungPrabowo #IkutPakde";0;1;0;0;;in;1287936042750758912;1661639251824623600;1661639251824623616;"";"";mercifulove
Thu May 25 07:44:19 +0000 2023;1661639314860822500;1661639314860822528;"Jawa Suriname\n\njadi presiden sudan khortum 1 provinsi\n\nlewat perbatasan yaaa di sembelih lehernya buat Qurban idul adha";0;0;0;0;;in;1541832736955981824;1661639314860822500;1661639314860822528;"";"";abdulla71088263
Thu May 25 07:44:04 +0000 2023;1661639254378958800;1661639254378958848;"Jakarta – Menteri Pertahanan (Menhan) RI Prabowo Subianto, mendampingi Presiden RI Joko Widodo yang mengunjungi Pameran Industri Pertahanan (Indhan) terbesar di Asia Tenggara, Indo Defence 2022 Expo &amp; Forum, di JIexpo Kemayoran, Jkt, Rabu (2/10).\n#SemuaDukungPrabowo #IkutPakde";0;1;0;0;;in;1287936042750758912;1661639251824623600;1661639251824623616;"";"";mercifulove
Thu May 25 07:44:53 +0000 2023;1661639457542635500;1661639457542635520;"@taenamgii knp dikejar? 😭";0;1;0;0;;in;1307985680635555840;1661635816706433000;1661635816706433026;"";"";veyourbaebae
Thu May 25 07:43:38 +0000 2023;1661639145285103600;1661639145285103621;"@faratday lama milih bumbu jga dah kek milih presiden";0;0;0;0;;in;1585956013349666816;1661595795232284700;1661595795232284673;"";"";kylienyd
Thu May 25 07:43:44 +0000 2023;1661639168206962700;1661639168206962689;"Pada kesempatan tersebut, Prabowo juga menyampaikan salam dari Presiden Joko Widodo kepada MBZ. #MengharumkanBangsa #IkutPakde Prabowo Subianto";0;1;0;0;;in;1614605103880888321;1661639097398722600;1661639097398722562;"";"";dikkambong_
Thu May 25 07:44:55 +0000 2023;1661639467986481200;1661639467986481152;"@irdnek @baharirwan2 Manusia laknat mau jd presiden ?didukung para bangsat pula .";0;0;0;0;;in;1603735252161421312;1661367466788810800;1661367466788810755;"";"";abdrohi93277722
Thu May 25 07:43:54 +0000 2023;1661639212859560000;1661639212859559936;"@Dakenwolve @datuakrajoangek Kenapa Jendral Subagyo.\n\nMantan KSAD yg ketuk palu pemecatan Prabowo.\nYg juga mantan Dewan Pertimbangan Presiden Jkw periode 1.\n\nSampai menjerit:\nRumah Jenderal Sudirman\nuntuk RUMAH PEMENANGAN PRABOWO jadi Presiden?\nhttps://t.co/RyXWhUYtqw\nhttps://t.co/6HaQxSJcoO";0;0;0;0;;in;1411339937572528129;1661579964435824600;1661579964435824640;"";"";YoYoAyo17845
Thu May 25 07:42:37 +0000 2023;1661638888811794400;1661638888811794432;"Muzani menyebut pesan keberagaman dan kesatuan inilah yang akan dipertahankan Prabowo apabila terpilih sebagai Presiden RI pada pemilihan umum (Pemilu) 2024.#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;1;0;0;;in;1598275455278551041;1661638847946723300;1661638847946723329;"";"";Muhamma48288841
Thu May 25 07:43:28 +0000 2023;1661639103686013000;1661639103686012928;"Pakdhe Presiden Jokowi aja dukung Pak Erick Thohir, terbukti beliau percaya profesionalisme dan totalitas Pak Erick Thohir dalam membangun Indonesia kita tercinta.\n\n#Jokowi #ErickThohir #GanjarErick2024 #Indonesia https://t.co/207NtS8m1C";0;0;0;0;;in;1567348876813946882;1661639103686013000;1661639103686012928;"https://pbs.twimg.com/media/Fw9T8eHakAse3WR.jpg";"photo";Jarikmerahputih
Thu May 25 07:41:57 +0000 2023;1661638723031941000;1661638723031941120;"@KemenPU @C4kDeep_ Hallo Mimin assalamualaikum 😇 min bener ga pak Basuki jadi menteri PUPR itu untuk batu loncatan doang, apa bener cita cita nya jadi wakil presiden pak @aniesbaswedan ???";0;0;0;0;;in;1524278534977765376;1661582788368433200;1661582788368433158;"";"";xaveroz85325
Thu May 25 07:41:42 +0000 2023;1661638657407860700;1661638657407860736;"@guKangelic97 cara biar langsung musnah gmn si yaaa 😩";0;1;0;0;;in;1307985680635555840;1661630383153348600;1661630383153348608;"";"";veyourbaebae
Thu May 25 07:42:22 +0000 2023;1661638824500543500;1661638824500543488;"@CNNIndonesia Giliran Sumbangan bilang Sumbangan Presiden.. eeeeh giliran hutang bilang hutang negara..wkwkwkwkwkwk";0;0;0;0;;in;1576121457448402944;1661321511985373200;1661321511985373184;"";"";chepyariesandy
Thu May 25 07:42:38 +0000 2023;1661638891735240700;1661638891735240711;""Insya Allah bila Pak Prabowo ditakdirkan presiden 2024 beliau akan menjaga itu semua. Komitmen beliau untuk mengabdi kepada rakyat, bangsa dan negara begitu kuat," kata dia.#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;0;0;0;;in;1598275455278551041;1661638847946723300;1661638847946723329;"";"";Muhamma48288841
Thu May 25 07:41:05 +0000 2023;1661638503481090000;1661638503481090053;"@Aryprasetyo85 Gabener ini orang, mana bisa jadi bener presiden. Sudah salah ngitung, salah baca, salah-salahin orang lain lagi. Mendingan balik ke Yaman, praktekkan gagasan-gagasan mu yang konon hebat itu. Daripada disini ditertawakan orang saja.";0;0;0;1;;in;1375065976790675460;1661601014649360400;1661601014649360385;"";"";HeurazB
Thu May 25 07:43:33 +0000 2023;1661639124359733200;1661639124359733248;"@ekowboy2 Kira2 nibotak pantesya jd pejabat apaya KL anus jd presiden";0;0;0;0;;in;1302474807389241344;1661357290543526000;1661357290543525888;"";"";AndriIr97385836
Thu May 25 07:43:32 +0000 2023;1661639118135390200;1661639118135390214;"@AbankTho2 Aku percaya padamu Prof...wapres idolaku...mestinya sih Presiden.";0;0;0;0;;in;1617069929106403329;1661308906646409200;1661308906646409216;"";"";MonitorEkonomi1
Thu May 25 07:42:29 +0000 2023;1661638856071090200;1661638856071090176;""Iya, ya..," jawab Prabowo.\nSejumlah orang bahkan meneriakkan kalimat, "Prabowo Presiden, Prabowo Presiden," saat Prabowo tiba di lokasi, Jakarta.#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;1;0;0;;in;1598275455278551041;1661638847946723300;1661638847946723329;"";"";Muhamma48288841
Thu May 25 07:42:32 +0000 2023;1661638866292609000;1661638866292609025;"Gerindra bakal menyalonkan Prabowo Subianto sebagai presiden dalam Pilpres 2024.#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;1;0;0;;in;1598275455278551041;1661638847946723300;1661638847946723329;"";"";Muhamma48288841
Thu May 25 07:42:23 +0000 2023;1661638830582268000;1661638830582267905;"@hero_theone @Restty_cayah @ListyoSigitP @aniesbaswedan Kasihan yg ipknya 2, bisa jadi presiden....";0;0;0;0;;in;1296312516901916672;1661370642220957700;1661370642220957696;"";"";Bambangmulyonoo
Thu May 25 07:42:45 +0000 2023;1661638922043269000;1661638922043269121;"@JohnAquinoo Makin ancur negeri jk org itu jd presiden, cukup jkt aj ancurr, ga kebayang semua pedagang bangun ruko di trotoar n badan jalan jk ia b'kuasa";0;0;0;0;;in;1412068768587522050;1661386191122358300;1661386191122358277;"";"";AFRIZAL28025338
Thu May 25 07:42:25 +0000 2023;1661638839713276000;1661638839713275906;"@bengkeldodo @BoyJackMania_I @bentangnegeri @Banyulangit__1 @BANGSAygSUJUD @B_Hendratmo1 @azissubekti @Alie_Fahnoor @are_inismyname @florieliciouss @meycanaja PUU MK no 31_2023, diKABULKAN SEBAGIAN.\n\nKalau kemarin sebagai PIHAK TERKAIT, besar kemungkinan jadi deh Presiden. Kesempatan Sudah Hilang. \nHak nya sudah Tersampaikan. Kiramya Dosa Pemeriksa Pemutus PHPU 20** telah Hapus.";0;0;0;0;;in;1625713565524172800;1661606223232512000;1661606223232512000;"";"";patatdum
Thu May 25 07:41:38 +0000 2023;1661638643172409300;1661638643172409346;"@narkosun Ngga usah komen kinerja Presiden.. Orang ngga bakal menang juga...";0;0;0;0;;in;1323309705507188736;1661596109641482200;1661596109641482241;"";"";AnggiArsen
Thu May 25 07:41:13 +0000 2023;1661638535697555500;1661638535697555458;"Sejumlah orang bahkan meneriakkan kalimat, "Prabowo Presiden, Prabowo Presiden," saat Prabowo tiba di lokasi, Jakarta.#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;1;0;0;;in;1598275455278551041;1661638520392515600;1661638520392515584;"";"";Muhamma48288841
Thu May 25 07:42:17 +0000 2023;1661638802975379500;1661638802975379456;"@democrazymedia Ditunggu omonganlo jangan bayak bacot,bayak ruginya Jokowi jd presiden ya";0;0;0;0;;in;1302474807389241344;1659861524310007800;1659861524310007810;"";"";AndriIr97385836
Thu May 25 07:39:39 +0000 2023;1661638141550420000;1661638141550419969;"@prodilgy wkwk";0;0;0;0;;in;1390179856818663427;1661632321295097900;1661632321295097856;"";"";conslution
Thu May 25 07:41:00 +0000 2023;1661638480315961300;1661638480315961346;"@kartiko_yudo @ch_chotimah2 Logika ngawur... ganti presiden, pertanggungjawaban jalan nasional bisa berubah mengecil...";0;0;0;0;;in;300743538;1661600761669914600;1661600761669914624;"";"";herdian_w
Thu May 25 07:40:08 +0000 2023;1661638263126499300;1661638263126499329;"Kenapa ya..\nUtk jd Presiden hrs nunggu umur 40 th 🤔\n\nMalah yg pokok pikiran nya sangat urgen ...spt..Hakim MA ...hakim MA...yg mulai dr umur 60 th....anggota dewan yg tidak ada batas usia pensiunnya...boleh dr umur 18 th ...smp pikun or matek❓🙄🙄";0;0;1;1;;in;1488650411368390656;1661638263126499300;1661638263126499329;"";"";Ojoklalenya
Thu May 25 07:39:52 +0000 2023;1661638195531120600;1661638195531120640;"@kalurng jangan yakinkan";0;0;0;0;;in;1390179856818663427;1661617886916657200;1661617886916657152;"";"";conslution
Thu May 25 07:39:50 +0000 2023;1661638189386178600;1661638189386178562;"@MarahIchsan @jokowi @KemenPU simple koq cara berpikirnya agar berkesan tdk menyudutkan salah 1 sosok...indonesia merdeka tahun brp, ganti presiden brp kali..kekurangan pasti ada, ya mjd PR tanggung jwb buat pemimpin yg skg msh menjabat..🙏🙏💪💪";0;1;0;1;;in;1603596405460725762;1661628213033078800;1661628213033078784;"";"";PakJenggot___
Thu May 25 07:39:33 +0000 2023;1661638116560744400;1661638116560744448;"@irenejuliency @aniesbaswedan lah goblok itu korupsi BTS di pemerintahan jkw, menteri yg jadi pembantu langsung presiden, yg dieret2 anies, wkwkwk. Pendukung jkw ini kayak ga punya beban moral menterinya korupsi, pantes harun masiku ga ketangkap2";0;0;0;0;;in;1978445610;1661615129165955000;1661615129165955072;"";"";rudyno1
Thu May 25 07:39:09 +0000 2023;1661638014274248700;1661638014274248704;"Pengamat Politik Ujang Komarudin mengatakan pertemuan antara Tony dan Prabowo Subianto bisa jadi adalah sinyal dukungan dari pihak luar negeri bagi Prabowo yang akan mencalonkan diri menjadi presiden di pilpres 2024 mendatang.\n#SemuaDukungPrabowo #IkutPakde";0;1;0;0;;in;1287936042750758912;1661638007705989000;1661638007705989122;"";"";mercifulove
Thu May 25 07:39:20 +0000 2023;1661638060855943200;1661638060855943170;"Warga Tionghoa yang dukung Anies presiden 2024, akan deklarasi secara terbuka. Cakeeeeepppp\n\n#RevolusiHancurkanOligarki \n#RevolusiHancurkanOligarki https://t.co/80wUX9H1KT";0;0;8;9;;in;1647311678160384007;1661638060855943200;1661638060855943170;"https://pbs.twimg.com/ext_tw_video_thumb/1661637609565876224/pu/img/xqql5RwsWBClGWsf.jpg";"photo";MichelAdam7__
Thu May 25 07:40:45 +0000 2023;1661638418827452400;1661638418827452420;"@Rizkihadi @NgilmuKantiLaku @VIVAcoid Kalau ganjar presiden mah parah, hutang bisa makin meroket... Ancur... Ga bisa kalau otak kotor bokep ngurus negara ini...\nMesti jiwa yg bersih.";0;1;0;0;;in;1635057012567576578;1661224386572218400;1661224386572218369;"";"";Schlossthe6
Thu May 25 07:39:52 +0000 2023;1661638198639104000;1661638198639104002;"@prastow @KATADATAcoid jadi bingung, pak presiden bilang kalau mau ambil data pemerintah itu harus ke BPS, bu menkeu juga ngasih data bersumber dri data BPS, ini anda ke merujuk ke PUPR yg mananya datanya beda jauh dg data BPS 🫡🫡🤭🤭🤭";0;0;0;1;;in;1620295179403149313;1661547853012144000;1661547853012144128;"";"";KimanTongkodu
Thu May 25 07:40:35 +0000 2023;1661638377475805200;1661638377475805184;"@letitcuddle lucu";0;1;0;0;;in;1390179856818663427;1661628610732781600;1661628610732781568;"";"";conslution
Thu May 25 07:40:40 +0000 2023;1661638397100949500;1661638397100949504;"@Shopeay berapa";0;0;0;0;;in;1390179856818663427;1661637650108014600;1661637650108014593;"";"";conslution
Thu May 25 07:39:27 +0000 2023;1661638090530893800;1661638090530893825;"@tvOneNews Inti masalahnya hal 'suka atau tidak suka nonton b....p itu tidak perlu, tidak penting dan tidak ada manfaatnya diucapkan oleh tokoh publik, apalagi pimpinan daerah yg mau nyalon jadi presiden.";0;0;0;0;;in;2959794936;1661576972760404000;1661576972760403970;"";"";unusdeus1
Thu May 25 07:40:05 +0000 2023;1661638251554410500;1661638251554410498;"@bosedii @poppo1310 @kompascom Wkwkwwk kaum Abu Jahal selalu aja mengingkari kebenaran, kemacetan itu yg urus Gubernur bukan Presiden, dan beliau menjabat Gubernur cm 2 tahun, gimana sih kaum Abu Jahal kaum Abu Jahal";0;0;0;0;;in;1225367134500294656;1661533063049019400;1661533063049019392;"";"";DybalaGonzalo
Thu May 25 07:39:08 +0000 2023;1661638012072235000;1661638012072235014;"@Aiek_Speechless satu2nya yg bisa melarang perlakuan tidak adil spt ini ya presiden...krn polri langsung dibawah presiden....artinya presiden jokowi tdk mampu....mari berharap dr presiden yad.......amin";0;0;0;0;;in;51675970;1661385035017080800;1661385035017080835;"";"";zoomtvid
Thu May 25 07:40:31 +0000 2023;1661638360346300400;1661638360346300419;"@jevdai gamau";0;0;0;0;;in;1390179856818663427;1661632384842989600;1661632384842989571;"";"";conslution
Thu May 25 07:39:36 +0000 2023;1661638130880110600;1661638130880110593;"@ValenNovel @itsamareguzel Itu tetulis buat 2026... apa mau fitnah presiden 2024? Semoga Anies Presiden dan membatalkan itu.";0;0;0;0;;in;1644453606245158912;1661618860041310200;1661618860041310209;"";"";Heru1010Heru
Thu May 25 07:39:14 +0000 2023;1661638037032554500;1661638037032554496;"@PDemokrat Sampai saat ini tidak ada gagasan yang keluar dari mulut Anies Baswedan. Yang ada sindiran (yg sering dia lakukan juga), kritik tak bermutu, adu domba antara presiden dan mantan presiden, sombongkan rekam jejak fisik (pdhl dulu mau bangun manusianya).";0;0;0;1;;in;1603958716768071681;1661289235780079600;1661289235780079616;"";"";Ijaunsi
Thu May 25 07:39:25 +0000 2023;1661638083207659500;1661638083207659520;"@republikaonline Harusnya sih seumur hidup, juga untuk jabatan presiden.\nRakyat cuman jadi penonton saja.";0;0;0;0;;in;1099805397509013504;1661608755010896000;1661608755010895872;"";"";KrisnaYudhasak1
Thu May 25 07:40:28 +0000 2023;1661638347566252000;1661638347566252034;"Prabowo tak mau menjawab pertanyaan wartawan seputar koalisi dan calon wakil presiden.#SemuaDukungPrabowo #IkutPakde Prabowo Subianto";0;1;0;0;;in;1598275455278551041;1661638337558638600;1661638337558638592;"";"";Muhamma48288841
Thu May 25 07:37:40 +0000 2023;1661637642369499100;1661637642369499136;"Presiden LaLiga Javier Tebas meminta maaf usai balik menyerang curhatan Vinicius Jr di Twitter. Vinicius Jr mendapatkan perlakuan rasisme saat menghadapi Valencia. https://t.co/MPKcE390Oe";0;0;0;1;;in;135783107;1661637642369499100;1661637642369499136;"https://pbs.twimg.com/ext_tw_video_thumb/1661636929530761217/pu/img/2AXnfPxmtR1H_rdc.jpg";"photo";detiksport
Thu May 25 07:37:44 +0000 2023;1661637659528421400;1661637659528421376;"Maaf menurut Bu Sri Mulyani, Pemerintah RI pada saat Presiden SBY kembali mengambil pinjaman lagi dari IMF. Itu sudah pengetahuan umum yang bisa digoogling.🤣";0;2;0;0;;in;1017614898006638592;1661637659528421400;1661637659528421376;"";"";pututpranoto1
Thu May 25 07:38:50 +0000 2023;1661637937552052200;1661637937552052232;"AHY Buka-bukaan Utang Indonesia hampir 8000 Triliun Plus Bunga,Tanggung Jawab Presiden Terpilih 2024\n#UtangIndonesia #tribunmedan #AHY #PartaiDemokrat\n\nhttps://t.co/oWs699T8hT via @tribunmedan";0;0;0;0;;in;142305302;1661637937552052200;1661637937552052232;"";"";tribunmedan
Thu May 25 07:38:27 +0000 2023;1661637840701378600;1661637840701378561;"@Moechyai trans : \nANYING BANGET\nCARI PERHATIAN GA GINI JUGA\nANJING";0;0;0;0;;in;1307985680635555840;1661628682891583500;1661628682891583489;"";"";veyourbaebae
Thu May 25 07:38:28 +0000 2023;1661637844094566400;1661637844094566402;"@KakekHalal Kalau berpikir bisa jadi presiden utk melawan radikal itu pikiran tendisius yang akan selalu memunculkan pro kontra di masyarakat Indonesia, jadi nggak beres2 memupuk persatuan dan kesatuan bangsa, yang ada hanya slogan belaka.";0;0;0;0;;in;1624187953781280768;1661580729476849700;1661580729476849664;"";"";UsmanAbdS2
Thu May 25 07:39:02 +0000 2023;1661637987724304400;1661637987724304385;"@Indostransfer Busetttt Thailand beruntung banget ndos wkakakkaa";0;0;0;1;;in;762625867;1661635270469648400;1661635270469648384;"";"";Cocoklogi2012
Thu May 25 07:38:02 +0000 2023;1661637734426095600;1661637734426095616;"Tina Turner Meninggal Dunia, Presiden Amerika Joe Biden: Dia Anak Petani yang Luar Biasa https://t.co/MlisKwuRtZ";0;0;0;0;;in;171833463;1661637734426095600;1661637734426095616;"";"";KompasEnt
Thu May 25 07:37:47 +0000 2023;1661637673440927700;1661637673440927744;"Menurut Pengamat Politik Burhanuddin Muhtadi,  Erick Thohir menjadi menteri andalan dan kepercayaan Presiden Jokowi beliau pun mampuh menarik pendukung jokowi  @erickthohir\n#GanjarErickDuetTerbaik https://t.co/xdHl9lGI4i";0;0;0;1;;in;954672512310288384;1661637673440927700;1661637673440927744;"https://pbs.twimg.com/media/Fw9SpxKagAoXyF1.jpg";"photo";putribungsu_16
Thu May 25 07:37:36 +0000 2023;1661637624908644400;1661637624908644354;"@Dennysiregar7 sangat setuju, \ntapi sayangnya sampai saat ini, seperti diakui dpr sendiri kemarinnya, ketum partailah yg atur2 negara meski bukan untuk keuntungan rakyat, presiden hanya petugas partai, capres pun hanya sekedar petugas partai yg dinaikan fungsinya menjadi capres";0;0;0;0;;in;1517463534233260032;1661555485064204300;1661555485064204288;"";"";rienvile
Thu May 25 07:38:31 +0000 2023;1661637858187419600;1661637858187419651;"@banyakblabur @Dennysiregar7 Milih Presiden atau milih rektor?";0;0;0;0;;in;1096794232306597888;1661555485064204300;1661555485064204288;"";"";p_tiwuk
Thu May 25 07:25:19 +0000 2023;1661634535489159200;1661634535489159168;"@Anak__Ogi @PDemokrat @AgusYudhoyono @Hasbil_Lbs lah yg beleng tu loe yg sotta baca data utuang, pdhl era pak SBY hutang IMF dilunasi";1;0;0;0;;in;211106650;1661556474416619500;1661556474416619523;"";"";affandiasry
Thu May 25 07:38:10 +0000 2023;1661637766814519300;1661637766814519301;"Ketahuilah  Guys  Presiden Jokowi Punya 3 Prinsip Hidup Menarik Berbasis Filosofi Jawa yang Pantas Ditiru https://t.co/a9b07pL9RB";0;0;0;0;;in;1619691518847229952;1661637766814519300;1661637766814519301;"";"";SatmokoBudi
Thu May 25 07:39:04 +0000 2023;1661637994800087000;1661637994800087040;"Keberhasilan berbasis kegagalan hahaha . . Gak ada prestasi apa2 kok ngaku berhasil. \n\nDi Depan 100 Ekonom, Jokowi Pamer Pembangunan Selama Dirinya Jabat Presiden! \nhttps://t.co/A08u53BTMP\n\n#RevolusiHancurkanOligarki \n#RevolusiHancurkanOligarki";0;1;5;6;;in;1639330328421736449;1661637994800087000;1661637994800087040;"";"";MichelAdam9191
Thu May 25 07:37:26 +0000 2023;1661637582399357000;1661637582399356929;"@zoelfick Iyain aja .. jokowi berhasil membangun jalan paling panjang , gak ada presiden sebelumnya punya kemampuan seperti itu,  walaupun banyak komplain dari masyarakat masih banyak jalan berlumpur.";0;0;0;0;;in;1605220448236552192;1661545520270307300;1661545520270307328;"";"";EngineeringLog1
Thu May 25 07:37:48 +0000 2023;1661637676796379100;1661637676796379136;"Uni Ekonomi Eurasia menguat meskipun ada tekanan Barat, kata Presiden Putin. Blok perdagangan bebas yg dipimpin Rusia, menurut dia, berjuang untuk pembangunan ekonomi yg stabil di negara-negara anggotanya. https://t.co/OTApXJJ2qa";0;0;1;13;;in;384176072;1661637676796379100;1661637676796379136;"https://pbs.twimg.com/media/Fw9SqFDacAM0QKC.jpg";"photo";Vendra_Deje
Thu May 25 07:37:01 +0000 2023;1661637479269793800;1661637479269793794;"@Kingcube12 @unexmati @narkosun Luar biasa sekali ya bang, semua ini tentang keberpihakan.\nJika beliyow jadi presiden, rakyat Indonesia yang nganggur semua akan digaji pemerintah ya.";0;1;0;1;;in;573372126;1661596109641482200;1661596109641482241;"";"";areefin_putra
Wed May 24 01:03:38 +0000 2023;1661176095356645400;1661176095356645376;"Wapres Ma'ruf Peringatkan Copot Menteri yang Kampanye dan Abaikan Tugas https://t.co/mQyFvHJ4Nr";33;255;78;477;;in;55507370;1661176095356645400;1661176095356645376;"";"";tvOneNews
Thu May 25 07:35:56 +0000 2023;1661637207642505200;1661637207642505217;"Saya amat bersetuju dengan kenyataan Presiden KAI!";0;0;0;0;;in;2434002564;1661637207642505200;1661637207642505217;"";"";stationsj070
Thu May 25 07:35:18 +0000 2023;1661637045855617000;1661637045855617026;"@prastow @KATADATAcoid Harusnya dari dulu seperti ini.\nTapi para buzzerp membuat seolah-olah hanya presiden Jokowi yg paling hebat.";0;0;0;0;;in;827775159914278913;1661547853012144000;1661547853012144128;"";"";toni1592
Wed May 24 16:10:25 +0000 2023;1661404292060967000;1661404292060966914;"Amien Rais Sebut Masa Depan Jokowi Bakal Suram https://t.co/w6VpfKnBl9";6;44;78;279;;in;887743587579944960;1661404292060967000;1661404292060966914;"";"";OposisiCerdas
Thu May 25 07:36:36 +0000 2023;1661637373741142000;1661637373741142018;"@kataninalho Besok 4nies akan menjadi Presiden di Republik Polling";0;0;0;0;;in;1604073209715834880;1661559564507189200;1661559564507189248;"";"";NarimoMas
