rating,review
5,"Mouse nya sampai dengan selamat.
Packing rapi dan bagus.
Pengiriman cepat kali ^_^"
5,"Barang dikemas dgn baik sehingga tiba dlm keadaan baik, tidak ada yg penyok, rusak, atau semacamnya... barang juga berfungsi dgn baik... kelengkapan dan varian juga sesua... "
5,"Bagus banget, berfungsi dengan baik, tombol clicky, kualitas top. Love it"
5,"Kualitas bagus, berfungsi dengan baik, enak di genggamnya. Warna juga oke banget, love it"
5,Mantap
5,👍👍
5,sesuai deskripsi dan berfungsi
5,Logitec gak pernah ngecewain emang 👌
5,bagusss keren mksh Seller👍
5,Cocok buat kerja. Cepat n ok.
5,"barang bagus, suara hening. semoga bisa awet"
5,"Bagus, nyaman di pakai, pengiriman ceoat"
5,packing baik dan rapi
5,Mantap bisa digunakan normal dan sizenya pas untuk penggunaan saya
5,Barang sesuai dengan deskripsi
5,Barang sesuai dengan deskripsi
5,"warna ok sesuai foto dan laptop saya, enak sekali pakai nya, barang ori"
5,Sesuai pesanan dan berfungsi dengan baik
5,sesuai diskripsi
5,"mantapss, terimakasiih"
5,"Pengiriman cepat, aman, dan barangnya sempuuurrrna. Keyboard empuk dan silent."
5,jaminan qualitas sih
5,"Mousenya nyaman di tangan,  kualitas bagus, sesuai dengan laptop saya"
5,paking rapi barang bagus
5,berfungsi dengan baik
5,"produk original, kualitasnya baik, mousenya berfungsi dengan baik."
5,brg sesuai...packing mantep...seller gercep...tengkiu gan...
5,respon KLIK dan roll tengah nya bagus.  cuma tebal nya masih belum seperti yg saya harapkan.
5,speakernya bagus..sdh dicoba..kualitas mantap
5,"Seller responsif
Pengiriman cepat
Banrang original
audio jernih, bagus
nyaman dipakai lama"
5,"pengiriman cepat, kemasan rapi dan langsung bisa digunakan"
5,"berfungsi dgn baik, disayangkan menu on off nya ada dibawah, coba di samping lebih praktis pencet nya dikala tablet masih di nempel di dock keyboard"
5,"Cepat, Tepat, Terpercaya
Mantabb"
5,Seller respon cepat & kurirnya komunikatif.
5,"pengiriman super cepat, gak sampe 24 jam udh dateng.. mudah2an tahan deh.. mouse2 yg kayak begini biasanya cuma 4 bulan, paling lama 6 bulan udh rusak, entah klik ataupun... "
5,mantap
5,berfungsi dgn baik
5,"barang sampai dan sesuai dengan pesanan, alhamdulillah berfungsi dengan baik juga👍🏻👍🏻"
5,"Produk sesuai dan berfungsi
Terima Kasih"
5,"Produk sesuai dan berfungsi
Terima Kasih"
5,"Mantappp, gak diragukan lagi.."
3,barang ga sampai/hilang pake si cepat halu wkwkkw. untung bs refund..
5,"sorry telat comment, karena kirimnya kekantor, jd mau open dan test
ternyata original dan enak banget buat ketik2"
5,Untuk mouse pegangannya enak
5,murah aman bagus
5,sesuai deskripsi
5,Keyboard bagus... Mantap...
5,gud
5,"packing aman, barang sangat bagus pokok ne mantap"
5,bagus dan minimalis
5,Keyboard nya enak banget di pake. Mantap 👍🏻
5,"suaranya gahar, ga expect bakal segede ini karena cuma 5 watt ahahaha, gada kendala konek ke pc, aman lancar jaya"
5,"keyboardnya silent. tombolnya empuk. mouse nya ga seenak series silent yg lain, tp tetep yg ini cukup silent"
5,"recommended seller dan terpercaya, terima kasih.

dititip ke security karena ruko lg libur."
5,Ringan dan ringkas keyboardnya.mantap
5,"pengiriman cepat, dikemas dwngan baik dan aman
 Barang sesuai pesanan. Mouse berfungsi dengan baik. dan sesuai dengan ukuran telapak tangan, jadi enak menggenggamnya. Ter... "
5,"barang sesuai, respon cepat"
5,"kualitas OK, suara mic jelas"
5,Cakep bgt dan keyboard + mouse mudah dikoneksi ke ipad
5,joz 🤌
5,barangnya mantab...
5,"mousenya itu bagus. Bisa dipakai dibanyak tempat, cukup sensitif saat dicoba dan ga harus ada tempat khusus gitu sudah dicoba dibeberapa permukaan halus kasar tetap lanca... "
5,"packing rapih, barang bagus - sesuai deskripsi, pengiriman cepat"
5,Bagus
5,pesanan dikirim cepat & original
5,Dongle nya lepas dari casingnya haha
5,"Produk berjalan dengan baik. Sangat merekomendasikan untuk membeli produk ini karena pas di tangan, tidak terlalu besar."
5,"Mantep bgt udh lama searching ini di semua platform media, terutama yutub  nyari reacienya ternyata ada beberapa versi kalo yg ini touch padnya udh bisa d klik dimana aja... "
5,Respon pengiriman cepat dan barangnya baguuus
5,Respon pengiriman cepat dan barangnya baguuus
5,Respon pengiriman cepat dan barangnya baguuus
5,Barang sdh di terima dgn baik
5,"warna soft banget, elegan, gak berisik."
5,Pengiriman cepat & Barangnya Ori. Mantap
5,"packing nya terlalu over. dus dari loudspeaker sudah bagus ditambah buble wrap masih dimasukin ke dus lagi. untuk kualitas speaker bagus, walau bass biasa saja. Dengan pe... "
5,"Keren terbaik auto conect sama mac, ipad, macbook bisa ganti ganti dengan mudah"
5,"Keren terbaik auto conect sama mac, ipad, macbook bisa ganti ganti dengan mudah"
5,"Kualitas gambar bagis, emang beda jauh dibandingg kamera laptop biasa"
5,mantap pengiriman cepat dan prdouk sesuai yg dipesan.pengemasan juga rapi
5,keyboard sejuta umat. packing rapih dan barang ORI serta berfungsi dengan baik.
5,sangat bagus
5,"Barangnya enak banget asli, licin parah ga sia sia beli ini!"
5,bagus
5,"bentuknya bagus, packing rapi, kiriman cepat"
5,Pengiriman cepat sampe
4,"ergonomis. tapi sayangnya tombol kliknya ""terlalu mudah"" untuk diklik kalau tertekan sedikit saja. waktu ngeklik kiri kalau jari tengah agak sedikit bertumpu mene... "
5,"Bahannya bagus, pas banget di tangan, sangat rekomen👍🏻"
5,Saya sebelum ini memakai MX Anywhere 2S dan improvementnya terasa sekali. Bodi lebih ringan dari 2S sehingga bisa lebih luwes bergerak dan juga scrollwheelnya sekarang su... 
5,"Barang sesuai pesanan, tapi belum dicoba. Pengiriman standar."
5,sip diterima dg selamat
5,pengiriman cepat dan barang original.
5,Thx👍👍
5,admin fast response
5,kualitas logitech memang mantap!
5,"Barang sudah di tangan, langsung dites dan berfungsi dengan baik."
5,"Kualitas bagus! Kalau logitech memang mouse andalan, sudah 5 thn lebih pakai produknya."
5,"tombol clicky tapi silent, nyaman di genggam"
5,pelayanan tokped mantap
5,"belum dipakai, tp kelihatan 👍"
5,"respon cepat dan barangnya sesuai deskripsi, pengiriman aman"
5,okei banget!
5,semoga awet
5,"packing rapi,aman kwalitas terbaik, fiktur bagus, ringan lincah mousenya, imut"
5,mouse yang bagus simpel gampang di bawa.
5,gokil gokil gokil dekilll
5,"terima kasih barang sdh diterima, tapi blm dicoba.."
5,"berfungsi sempurna, lancar dan bagus"
5,moga awet...
5,wefingsi dengan baik
5,Berfungsindengan baik
5,Peking mantap pengiriman cepat pelayanan jempol recomended pokonya
5,"Barang bagus, packagin rapi"
5,berfungsi normal
5,mntappp
5,pengiriman cepat kualitas oke
5,barang cepet sampe. udah dicoba aman semua tombol berfungsi.
5,barang telah tiba dengan selamat .. aman .. josss .. terpakai .. thank gan
5,"pengiriman ok ✅️
tebal, sesuai ekspektasi ✅️
sedang, ngga terlalu kecil ✅️

approved! 👍"
5,👍👍
5,Barang sampai dengan selamat dan cepat.kualitas ok. terimakasih banyak.
5,enakeun dipakenya mantap. gampang nyambung ke laptop. kokoh tidak ringkih.
5,"packing rapi.. kerdus gede, box speaker ny lapis bublle warp, speaker dalam nya lapis bublle warp lagi.. jozz
barang mantaf, toko nya mantaf👍"
5,"mantap, udah dicoba tinggal kita liat awet berapa lama😁"
5,"Pengiriman cepat, barang oke"
5,cakep
5,kualitas bagus
5,Barang sudah sampai dengan selamat
3,standard
5,"sudah diterima, sudah di test ok. recomendeed seller"
5,Produk 👍 semua ok thanks 🙏
5,kualitas buagus
5,"connect ke tab/hp cepat, switch dari tab ke hp juga cepat 👍🏽"
5,"pairing mudah & cepat, pointer gak delay, dimatiin sebentar lalu balik nyalain mousenya lagi gak ada sedetik langsung connect lagi 👍🏽"
5,Kualitas produk Bagus!
5,respon seller sangat cepat..  produk original. sesuai kualitas
5,B Aja sih untuk suara nya y cocok lah sesuai harga low budget
5,Delivery: Lumayan cepat. Barang : berfungsi
5,"Barang Original, mouse enak dan ga berisik, semoga Awet.. Terimakasih Gan 👍"
5,Good quality and sound experience
5,thanks bos pesanan sdh sampai tujuan dengan aman......mantap....💯 % original....cepat sampai ya di luar duga saya sdh sampai.....good.....👍👍👍👍👍👍👍👍
5,"Sesuai, tapi ekspedisi GTL melebihi target, harusnya sameday, baru sampe besoknya. Pdhl udh diproses dari pagi."
5,"barang sesuai pesanan, langsung sampai esok harinya. dipakainya nyaman dan minim suara"
4,Produk sampai dengan aman.
5,cepat dan tepat seperti biasa
5,aman
5,mantab
5,"Kualitasnya sangat bisa dihandalkan,
Yang pertama saya suka tentunya desainnya yang ergonomis sehingga nyaman untuk digunakan berlama-lama.
Kualitas bahan & pengerjaa... "
5,keren
5,Uda beli ke 2x merk ini sebelumnya uda pakai 3 tahun tapi tiba2 mati. repeat order dah.
5,Barang bagus berfungsi dengan baik berkualitas
5,Barang berfungsi dengan baik. Semoga awet.
5,Suka
5,pas aja ditangan cw.. gak kegedean gak kekecilan.. Battery jg awet..
5,"Sudah beli barang yg sama buat di rumah, ternyata seenak itu, jadi beli lagi buat di kantor. Recommended!"
5,bagus tapi kebayang nya seberat m331 juga . jd kerasa aga kopong. tapi semua fungsi dan lancar jaya.
5,Biar bintang yg menjelaskan
5,"suara bagus..belum dicoba untuk ngobrol via mic nya...kemasan rapih...cepat sampai..kmrin order hari ini udh sampai
.sukses seller twrima kasih"
5,"proses pesanan cepat, barang sesuai"
5,thank you. pesanan sudah diterima. terbaik emg logi. susah pindah dari logi
5,ujuran mousenya pas jadi bikin feel pakainya enak dan traking mousenya pas ga kekencengan ga jklambatan
5,"barang mantap, sesuai fungsi, original, pengiriman aman
lihat aja review yang lain, udah mantap"
5,"Sebenarnya sih, produk ok. namun barangnya ga nyampe2, akhirnya beli lagi sambil menunggu uang refundnya kembali. dari seller pun sangat responsif dalam membantu"
5,"packing rapi, aman, produk bagus, suara jernih, nyaman dipakai."
5,lancar jaya
5,mantap deh
5,"oke mousenya bagus ya, dipakai nyaman, klikanya juga empuk, tinggal coba baterainya aja tahan sampe 1 tahun gak ya, logitech sebelumnya tahan baterainya sampai 1 tahun 2... "
5,"Packing nya aman, rapih. Produk nya canggih banget bisa ga pake chip tp bluetooth aja. Enak juga di pake nya suaranya 90% silent. Bluetooth nya juga ga susah pairing nya.... "
5,oke
5,"pengiriman cepat, barang bagus, trims"
5,"barang berfungsi dgn baik, makasih"
5,"barang berfungsi dgn baik, makasih"
5,"warnanya cantik, kondisi barang bavus fan berfungsi dengan baik"
5,"Mouse andalan untuk kerja dan di rumah karena semua mouse wireless gak ada yg cocok, semuanya bikin pegel atau sakit tangan. Kapan ya Logitech bikin mouse wireless seukur... "
5,"bagus banget, semoga awet"
5,kualitas tidak diragukan
5,terima kasih
5,beneran ga ada suara klik nya....
5,Product sesuai.
5,berfungsi maksimal!
5,nambah koleksi mouse...
5,"produk bagus, sesuai deskripsi, cursor licin, scroll lancar dan wuzz wuzz, semoga awet dan lama"
5,manteb pas di semua segi
5,mantaaappppppp
5,"Barang sesuai gambar, kualitas plastik cukup bagus, audio nya mantap.
Thanks"
5,"barang sesuai,"
5,"warnanya cantik, gampang pairingnya.. bisa pakai bluetooth"
5,"paket aman, beneran silent click, mousenya cakep, ukuran pas ditangan, dapet batre alkaline, bisa on off"
5,barang sudah sampai dan berfungsi dengan baik
5,Good
5,"langsung bisa connect, pengiriman cepat"
3,"paket sudah sampai sesuai pesanan produk bagus enak ringan dipakai gerak mouse  bagus, logitec mmg enak mousenya sih, hanya itu entah knapa sih kurir nya itu pilih next d... "
5,"produk ok, packing aman, proses dan pengiriman cepat.. thank you"
5,"Packing aman, dan pengiriman cepat. Responsif. Keren"
5,"Packing aman, rapi.

Untuk rekam video dengan suara, kalau hasil rekaman ternyata suara mic mendengung... coba cabut charger laptopnya supaya dengungan hilang. Bisa jadi... "
5,"nice, real pict,"
5,"bagus banget & compact. pengiriman jg cepet bgttt, malam pesan, siang sudah sampai, trima kasih yaaa"
5,"bagus ,pengiriman cepat dan berungsi dengan baik"
5,Langganan beli disini
5,"sipp.. 
Packing Rapih bgt, 
ada box luar + Bubble di dalam, 
semoga awet.. 
bagus tingkatkan 👍🏻"
5,Nice! Barang sesuai deskripsi dan berfungsi baik
5,AWESOME SOUL...
5,"Barang berkualitas, nyaman digenggaman, dan dapat digunakan dengan alas apa saja"
5,Paket sdh diterima dengan baik... Belum dicoba...tapi semoga baik2 saja
5,Bagus dan sudah teruji
5,baguuss
5,"Respon dan prosesnya cepat, harga hemat"
5,barang sesuai dan original serta dapat berfungsi dengan baik. terima kasih.
5,Berfungsi dengan baik
5,"barang original, berkualitas, respon cepat, recommended"
5,Barang berkualitas...
5,"bagus, kurir cepat, produk keren"
4,"barang sesuai, suara cuma sebelah saja yang bunyi, pengiriman cepat."
5,"packing aman, pengiriman cepat, harga sesuai suara, b aja. hehe. terima kasih"
5,Packaging aman dan barangnya berfungsi dengan baik.
5,"bagus, packing rapi. semoga awet, terima kasih seller"
5,mantaaabbbb
5,mantap
5,"mantap belanja disini,pengiriman cepat,barang original dan packing safety. two thumbs up"
1,Gk tau asli atau palsu. Serial number gak terdaftar di web logitech. Dongle gak ke detect di logitech connection utility. Padahal semua mouse keyboard logitech sebelumnya... 
5,"Respon cepat, barang sesuai deskripsi"
5,Keren banget!! gampang konek juga sat set sat set bgt koneknya ga ribett
5,"Bagus banget, langsung konek, no delay juga buat typing sama toucpadnya, worth it bangettt!! Cuma sayangnya memang buat apple pencilnya ga ke protect, tapi tinggal beli p... "
5,sudah dicoba dan berfungsiiiii
5,good
5,good
5,good
5,Respon toko cepat barang sesuai deskripsi mudah mudahan awet
4,ams
5,"barang utuh...tersegel..
isi lengkap berserta baterai...
berfungsi dengan baik dan enak digunakan...thanks"
5,kualitas bagus
5,"ok, cepet sampe walaupun free ongkir, mousnya jg ringan, kualitas bagus"
5,"mouse nya sudah digunakan, nyaman dipakai, kualitas juga bagus, 2 fungsi wireless dan bluetooth berfungsi baik, tanpa mouse pad juga bisa 😁, pengiriman cepat, kontak sel... "
5,mantabsssss
5,Manteb!
5,oke semoga awet dan berfungsi dgn baik
5,"Barangnya mantabs 
Seller gercep"
5,Bagus nih… pengiriman cepat juga
4,"diterima dengan baik berfungsi dengan baik, maaf saya kurangin 1 bintang krna proses nya lama.. overall bagus"
5,👍
5,Logitech Pebble rekomen
5,order banyak 50 Pcs
5,ok
5,"keren, bisa digunakan"
5,"pengiriman cepat packing aman sesuai deskripsi. model lampu bawah tidak nyala.
berfungsi normal"
5,"Mantep, semoga awet"
5,"Suka dengan warna dan design nya, compact yet stylish. Tombolnya juga enak diketik cuman hanya perlu adaptasi dgn bentuk tombolnya yg bulat dan jaraknya yg agak berbeda d... "
5,Pokoknya okeeeeh
5,😀
5,"Bagus, sudah dipakai semua berfungsi normal"
5,Good
5,Alhamdulillah dapet logitech ori flash sale 30rb aja hehehe
2,"Build quality ringkih sekali, masih dibawah keyboard logitech 120, kreot2 kalo ditekan, bahkan unit yg sy dpt entah kenapa gak bisa rata dimeja, sperti kena twist body ke... "
5,"Packaging aman, untuk produknya gaperlu ditanyaa lagii"
5,"Bagus sesuai speknya... mantaap, terima kasih..."
5,enakan yg kabel ga banyak masalah
5,bagus bgt kokoh
5,barang sampai dengan selamat dan sudah dicoba tidak ada masalah
5,Berfungsi sangat baik dan sangat nyaman. Terkoneksi ke iMac dengan baik dan tanpa kendala. Untuk tipe mouse ini jangan lupa instal aplikasi untuk mengatur setting mouseny... 
5,Manstabsss
5,"Barang sudah diterima. Mouse berjalan normal dan berfungsi dgn baik. Packing ok, pengiriman cepat."
5,Sudah langganan beli produk logitech disini. Original semua dan best service sellernya. Produk bekerja dengan baik dan kagum dengan fiturnya. Thanks!
5,"Sesuai yg ditawarkan, dan benar ""silent"""
5,Barang bagus. Ori. Mantep deh
5,terbaik. pengemasan rapih.
5,Makasihh barangnya bagus dan sesuai dengan spesifikasi... psti order lagi
5,"Ya amanlaah, namanya juga logitech"
5,okay
5,TOP
5,"barangnya baru gress, suaranya sudah lebih dr cukup. semoga awet selama pemakaian. terima kasih."
5,Mantap dah 👍👍
5,sesuai pesanan
5,"baguslah, seperti pesanan sebelumnya. Mudah-mudahan awet."
5,agak pricey tp kualitas sebanding. bagus warnanya
5,bagus banget. agak pricey tapi kualitas oke lah. warnanya cocok buat prempuan
5,mantap
5,"Puas banget, aman dan lancar"
5,bagus
5,"Mantap, berfungsi dengan baik semoga awet lama ya ganz"
5,sip boz
5,"sukses selalu..  kualitas barang bagus, original."
5,"cepat, packing mantap, ori, semoga awet amin"
5,ok
5,Produk Sangat Memuaskan
5,mouse sudah datang. barang sesuai pesanan. barang dikemas dengan baik. durasi pengiriman cepat. mouse sudah dicoba di laptop dengan OS Debian 11 dan berfungsi dengan baik... 
5,Barang ori dan pengiriman cepat
5,"pembelian kedua untuk pc beda, bagus, berfungsi dengan baik, sangat nyaman digunakan"
5,good item
5,"Mousenya plug and play, ukuran kecil sehingga mudah dibawa bawa dan ringan. Untuk tangan yang berukuran besar atau biasa menggunakan mouse besar (Razer DeathAdder, Corsai... "
5,mantabz 🌟🌟🌟🌟🌟
5,"Kualitas kamera standar lha, agak sedikit bingung ketika pertama kali pemasangan."
5,Mantap Fast respon pelayanannya.
5,"Alhamdulillah barang sudah diterima dalam kondisi baik..
Semoga awet.. 👍👍👍
Produk ori.
Respon dan pelayanan penjual terbaik dan sat set sat set.. 👍👍👍"
5,produk kemasan waktu harga ok deh
5,Mantap
5,juosssss. silent but deadly hahahah
5,barang sudah kami terima dng baik. semoga awet. terima kasih..
4,The delivery not so good as I expected but the mouse is great!
5,terima kasih
5,sesuai pesanan dan cepat
5,"Alhamdulillah berfungsi dg baik. Bekerja jd lebih cepat. Beli utk suami, dia senang sekali"
5,"barang sampai dengan selamat, warna yg dikirim juga sesuai, semoga bisa connect dan awet."
5,ori dan nyaman dipakai
5,Mantabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb
5,"barang sdh diterima dgn baik dan sdh dicoba dan sdh ok, baterai sdh incl dikasih. terimakasih seller.."
5,"berkualitas, sesuai deskripsi. mtrnuwun."
5,jos bos lah
5,packing aman dan cepat sampai.. terimakasih
4,"Setup mudah, koneksi mudah, build quality cukup bagus meski plastik semua, cuman terdapat kendala entah dari toko cabang atau pihak tokopedia yang telat melakukan pengiri... "
5,"Barang berfungsi dengan baik. Logitech emang the best. Barang dilayani langsung Tokopedia, alhasil pengiriman lebih cepat. Checkout pagi, sore sampai padahal pakai JNE."
5,"barangnya ok dan sdh lengkap dikirim nya krn baterai sdh termasuk, jd tinggal pakai, terimakasih seller"
5,"barangnya sesuai deskripsi, berfungsi dengan baik. packingnya rapi dan aman. pelayanan penjual sangat memuaskan."
5,very good
4,"Good keyboard, tipis and silent.
Minusnya: tombol arrow atas bawah kiri kanan sempit banget dan cuman bisa connect ke 2 devices."
5,udah pasti ori dan pengirimannya cepat sekali. baterainya 1x AA jadi gampang diganti kalau baterai bawaannya sudah mati. terima kasih!
5,bagus dan sesuai dengan deskripsi
5,mantaps
5,"barang sesuai, sudah berfungsi Recommended tepat waktu😀👍"
5,"Kualitas mantap seperti produk logitech lainnya, sangat pas di tangan berukuran besar dengan harga terjangkau"
5,keren dan bagus barangnya
5,"Fast proses & fast jg nyampenya, rekom seller bg yg butuh accesories komputer"
5,"mantap udh order 2x 
asli dan ori 
harga juga lbh miring dr reseller
good
langganan
thx seller 
thx tokped"
5,"Barang sesuai dan bagus, sangat senyap saat digunakan, terima kasih dan semoga awet"
5,"Design sesuai dgn tangan, koneksi Bluetooth lebih simple, klik nya sangst halus, “no click” sound"
5,semoga awet
5,kualitas barang baik n cepat sampai
5,"seller komunikatif dan responsif, packing ekslusif, layanan eksekutif, harga kompetitif, recsell....👍"
5,"Brg sesuai psnan, kondisi bagus, packing rapi. Respon cepat, tq."
5,barang mantap dan admin sangat responsif
5,berfungsi baik
5,"kualitas & performa bagus,tdk berisik jika klik2"
5,diterima dengan baik dan sesuai dengan pesanan
5,"barang sudah sampai dgn selamat, tapi belum dicoba. semoga berfungsi dgn baik."
5,"simple, mudah digunakan, tidak berisik, lancar"
5,"fast response, bnib."
5,udah pake bagus
5,Alhamdulillah barang sesuai deskripsi. mudah2 an awet. semoga berkah.
5,pas ditangan dan tidak berisik.
5,berfungsi
5,Ini barang bagus ada nuansa ijonya matching dgn cpunya sesuai dgn partai idola bagi yg belum matching segera ganti dgn keyboard mouse ini kalu perlu cpunya juga supaya ma... 
5,"packing rapi, barang diterima dalam kondisi baik, pesanan diproses cepat"
4,"Pengiriman Ok, packingnya jga Ok, Mouse berfungsi tp lampu optiknya tidak menyala. Sedikit kecewa karena bagi Saya Lampu optiknya sebagai indikator penting. mudah2an bisa... "
5,.
5,Kondisi dan kualitas okke
5,keren banget  puas belanja dsini
4,"suka ngelag untuk mousenya, kalau keyboardnya enak empuk tapi kurang mantep kalau untuk banyak tab gitu, agak kurang untku pindah2nya"
5,MANTAP PUNYA
5,MANTAP
5,"Tadi saya coba aman sih, bisa berfungsi dengan baik."
5,"kualitas bagus, seperti Logitech pada umumnya"
5,"Berfungsi baik, original"
4,Terima kasih sdh sampai
5,"Bagus warnanya , ringan dipakai"
5,so far so good 👍
5,Mantap empuk click dan scroll nya
5,"produk berfungsi dng baik, pengiriman cepat"
5,barang sesuai dengan deskripsi
5,"ori, bagus, cocok untuk kerja"
5,"Produk logitech emang the best, dari dlu selalu pake logitech, keyboardnya empuk banget, build productnya kerasa premium, koneksinya cepat, kayak gak ada delay"
5,Mantap tq
5,Barang diterima dgn baik.
5,baguss
5,"Suara standar. Packingan aman tapi sedikit lama, kurir pengiriman cepat. Barang berfungsi baik, semoga tahan lama"
5,"Dipacking rapi dengan dus dan dalamnya diberi bubble wrap. Diterima dalam 1 hari. Dipakai zoom meeting suara jernih, untuk mendengarkan musik biasa aja. Rangka terbuat da... "
5,barang nya bagus dan pengirimannya cepat juga packing nya sangat aman pakai bubble wrap dan kardus
5,󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖󠇖... 
5,barang termasuk murah dan berkualitas
5,"Good to use worth the price Alhamdulillah never dissapoint with this, nice try lah"
5,mantap
4,"Barang Sesuai Pesanan, Mantappp."
5,👍
5,"barang nya oke, pengiriman cepat"
5,barang sdh diterima sesuai pesanan n tepat waktu sesuai estimasi yg di janjikan
5,Its ok... Tq
5,"Packing aman, headset nya keren dan berfungsi dengan baik"
5,Barang sudah diterima
5,barang mendarat dengan selamat. colok langsunh connect mantap
5,ntaps kak!
5,Barang diterima dengan baik dan berfungsi dengan baik.. Terima kasih Gan
5,slim n' silent 👌
5,Alhamdulillah langsung nyala
5,Mntp
5,Barang sesuai.
4,"Waktu aktifin wide mode nya gerakan gambarnya jadi aneh dan ga lancar, kalo pake mode standar keliatannya jadi zoom in banget. Kualitas gambar yang dihasilkan jernih bang... "
5,🫡🫡🫡
5,🫡🫡🫡
5,🫡🫡🫡
5,"Setelah dipakai barangnya bagus. Geraknya juga halus, recommended sih ini."
5,Logitech gapernah mengecewakan produknya 👍
5,masih berfungsi baik setelah pemakaian 3 bulan
5,sesuai pesanan
5,good barangnya cepat banget sampai nya
5,produknya sangat berkualitas Dan sesuai deskripsi.pengirimannya cepat.
5,"nyaman & presisi, sambungan bluetooth lancar"
5,Puuuuaasss 🤩🤩🤩
5,"no debat official store Logitech untuk headset ,josss gandos pakcing good pakai banget,no cacat ,rapi,suara ga usah ditanyakan lagi .jossssmantulll"
5,"performanya optimal, gambar jernih no butek2 club apalagi kalau lightingnya mendukung, dan bahannya ringan."
5,semua sesuai dengan ekpektasi. bqrang berkualutas dengan harga diskon. pas dikantong pas untuk kebutuhan. terimakasih amd
5,"Paket rapih dan aman, semuanya berfungsi dengan baik. Warnanya gemeccc, mirip dengan foto 👍🏻🥰"
5,"Barangnya OK, Pengiriman Cepat."
5,pengiriman cepat. barang kualitasnya  bagus. sudah lama jadi pengguna logitech
5,Bagus dan sesuai
4,bagus dan enak di pegang
5,Berfungsi dengan baik
5,"bagus kualitasnya, semoga awet. mouse juga responsif. terima kasih"
5,semoga awet..
5,GOOD !!! HIGH QUALITY
5,Jangan di tanya dah kalo brand Logitech oke punya
5,mantap gan
5,produk sesuai dengan pesanan barang diterima dalam kondisi baik dan aman. produk berfungsi.. terima kasih..
5,"Nice, respon cepat, pelayanan ramah dan packing rapi serta pengiriman yg sangat cepat"
5,Barang mantap. Pengiriman ga pake lama...👍
5,ok bagus 👍👍👍
5,"keycaps nya enak diteken, suaranya cakep, LOGITECH TERBAIK COYYY

minusnya agak berat aja keyboardnya"
5,Suka
5,"gak usah di ragukan lagi logitech mah,, durable bgt"
5,"Enak dipake buat kerja karna full size, buat feel ngetiknya mirip kayak K120."
5,"barang bagus dan sesuai pesanan,tks"
5,"barang aman, kualitas baguss enak dipakenya. bentuknya pas ditanganku. pernah jatuh dan aman ga rusak. semoga awett"
5,"Pesanan telah sampai dengan baik, sesuai deskripsi. Trims seller n kurir 💯"
5,"pesen jam 9, jam 10:30 sampe
gercep beud, real ori hehe langsung dipake kerja"
5,Baguss seperti biasa beli
5,ok mantap
5,"Belum dicoba sih, smoga awett"
5,mousenya berfungsi dgn sgt baik. Seller jg sgt okey dan pengirimannya jg sgt cepet
5,penggunaan sehari hari Ok
5,mantep tenan
5,Produk bagus banget dan berfungsi dengan baik
5,"Top product 
Top service 
Top seller 
Toop driver kaya kilaaat"
5,mantapp mouse nya berfungsi dengan baik
5,worth it untuk harganya. praktis dan sangat nyaman dipakai
5,"keyboardnya mantap, nyaman di pakai. pengirima cepat, admin toko baik dan packingnya aman. terimakasih"
5,"mouse Logitech memang mantap kinerja tidak mengecewakan. pengiriman cepat bahkan lebih cepat dari tombol selesai di Tokopedia. kemasan rapi dan aman, dibungkus 2 box dan... "
5,"Packingnya bagus dan aman. Suara okelah sesuai dengan harga, untuk kualitas sudah pasti mantap!"
5,"mantaap, ok"
5,"Pengiriman cepat dan rapi, barang bagus sesuai harga, mudah2 an awet, terima kasih, rekomended seller"
5,Puass bangett. Langsung dipakai👍👍
5,Mantap
5,"produk baik, penjual ramah, pengajuan klaim mudah. terimakasih"
5,mantapp
5,"barang ori, semua kelengkapan ada, dus masih segel logi, toko terpevaya"
5,👍👍👍👍👍👍👍
5,smooth sekali..logitech memang jaminan mutu
5,"Brg sesuai psnan, kondisi bagus, packing rapi. Respon cepat, tq."
5,"Kinerja memuaskan sesuai deskripsi
Pengiriman cepat 👍"
5,Overall puas. Tapi kalau tau bakal sekecil ini udah ambil yang ukuran Large sih.
5,"Barang sdh saya terima, blm di coba"
5,"Klik gak berat, scrollwheel enak dipake, mouse feet juga halus"
5,Ramping
5,"Untuk produknya genuine jdi recommended buat yng rencana beli

Touch Silent, left and right click really soft as description. 
untuk tingkat kenyamanan penggunaan sangat... "
5,Overall good! ♡
5,"Pengiriman cepat, barang diterima dengan baik"
5,goooood
5,👍
5,"Barang sesuai pesanan, proses cepat, pengiriman same day, packing ok, produk segel, berfungsi dengan baik."
