Name,Text,Like,Column 4
tarialrasyid,keberangkatan terakhir dari galeisong jam berapa min?,1 like,"Mau sunset-an di Pelabuhan Galesong, Naik Teman Bus Aja Yuk!Nggak usah bingung lagi, mau ke Pelabuhan Galesong cukup naik Teman Bus Koridor 1 aja!Pemandangan indah sepanjang jalan seperti Pantai Losari, Masjid Terapung dan Masjid Kubah 99 yang ikonik banget di Makassar  juga bisa kamu nikmati dengan leluasa dari dalam bus. Begitu sampai, kamu bisa langsung menuju ke Pelabuhan Galesong. Praktis dan gak perlu pusing cari parkir dan beli bensin!Mau ke Pelabuhan Galesong dengan mudah dan nyaman? Naik Teman Bus Koridor 1 aja, yuk! Cek rutenya di postingan ini ya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
fadila.ahmdjaelani,Koridor 4 gk beroperasi lagi yh min?,Reply,"Mau sunset-an di Pelabuhan Galesong, Naik Teman Bus Aja Yuk!Nggak usah bingung lagi, mau ke Pelabuhan Galesong cukup naik Teman Bus Koridor 1 aja!Pemandangan indah sepanjang jalan seperti Pantai Losari, Masjid Terapung dan Masjid Kubah 99 yang ikonik banget di Makassar  juga bisa kamu nikmati dengan leluasa dari dalam bus. Begitu sampai, kamu bisa langsung menuju ke Pelabuhan Galesong. Praktis dan gak perlu pusing cari parkir dan beli bensin!Mau ke Pelabuhan Galesong dengan mudah dan nyaman? Naik Teman Bus Koridor 1 aja, yuk! Cek rutenya di postingan ini ya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
ainuncku,pokoknya koridor 4 ji paling rame. tapi itu jg yang dihilangkan🫵🏻,1 like,"Mau sunset-an di Pelabuhan Galesong, Naik Teman Bus Aja Yuk!Nggak usah bingung lagi, mau ke Pelabuhan Galesong cukup naik Teman Bus Koridor 1 aja!Pemandangan indah sepanjang jalan seperti Pantai Losari, Masjid Terapung dan Masjid Kubah 99 yang ikonik banget di Makassar  juga bisa kamu nikmati dengan leluasa dari dalam bus. Begitu sampai, kamu bisa langsung menuju ke Pelabuhan Galesong. Praktis dan gak perlu pusing cari parkir dan beli bensin!Mau ke Pelabuhan Galesong dengan mudah dan nyaman? Naik Teman Bus Koridor 1 aja, yuk! Cek rutenya di postingan ini ya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
abd_kholiq87,"Kasihan bus nya gak maksimal bisa melayani masyarakat Makassar, pemerintah Makassar ngapain aja sih ngent",Reply,"Mau sunset-an di Pelabuhan Galesong, Naik Teman Bus Aja Yuk!Nggak usah bingung lagi, mau ke Pelabuhan Galesong cukup naik Teman Bus Koridor 1 aja!Pemandangan indah sepanjang jalan seperti Pantai Losari, Masjid Terapung dan Masjid Kubah 99 yang ikonik banget di Makassar  juga bisa kamu nikmati dengan leluasa dari dalam bus. Begitu sampai, kamu bisa langsung menuju ke Pelabuhan Galesong. Praktis dan gak perlu pusing cari parkir dan beli bensin!Mau ke Pelabuhan Galesong dengan mudah dan nyaman? Naik Teman Bus Koridor 1 aja, yuk! Cek rutenya di postingan ini ya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"﻿Name,Text,Like,Column 4
bintang_de_delphinus,Kalau pakai Barcode GK bisa ya?,2 likes,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
pijat.jogjaa,"Ribetttt, harus satu kartu satu penumpang, bayangkan rombongan 10 orang????? Kok malah mempersulit yang mau naik, pantas di Jogja lebih rame transjogja",4 likes,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
renny_aan,Anak² gimana min..harus pake kartu jg kah? Atau ada batas usia anak²yg free..tolong penjelasannya 🙏,Reply,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
nur_eko_saputro_,"Kalaupun ada batasan menggunakan kartu boleh lah MIN/MAK  tapi jangan satu kartu satu penumpang... Kasihan bagi yang sepuh karena mereka juga butuh untuk menggunakan transportasi, apalagi dengan adanya difabel kasihan ribet saat tap karena kelamaan harus satu demi satu, kalau menggunakan saldo e-wallet belum semuanya bisa menggunakan saldo tersebut lebih praktis lebih enak ketika menggunakan kartu.. Saran saya boleh kalaupun mau dibatasi kartunya tapi tolong jangan satu kartu satu penumpang, ya paling tidak paling sedikit berapa paling banyak berapa? Kalau seperti ini kan jadi memiliki kekurangan tersendiri yang harusnya transportasi umum bisa dipakai untuk semua justru malah mengalami kesulitan, nanti endingnya mereka akan menggunakan transportasi  online padahal yang kita cari transportasi yang nyaman enak kondusif serta tarif murah. Semua terakses kan itu hal yang paling penting dan utama betul kan? Apalagi saya selaku difabel yang sering menggunakan transportasi umum untuk bepergian dan beraktivitas, apalagi saat ini kondisinya setiap mau beli kartu e-money sudah muter-muter ke Indomaret selalu kosong yang kesulitan cari kartu merapat sini! Siapa yang kesulitan hayo?",6 likes,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
___ivskp,gmn kalo lg rikih bw anak naik? mesti byk kartu dong,Reply,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
kasimkamaria,Kartunya nggak bisa tap 2x ya min? Misal tuk bayar diri sendiri dan buat anak?,Reply,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
makassarfootballsection,"Kalau pake Kartu E-Toll, 1 Kartu hanya untuk 1 Orang. Tapi kalau Pake Aplikasi E-Money itu bisa 1 Akun untuk serombongan ya. Jadi Pake kartu emang ribet tapi tetap ada Solusinya. 👏👏",4 likes,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
kasimkamaria,A,Reply,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
andykurniawan89,Mantep @teman_bus ❤️,Reply,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
andykurniawan89,Mantep @teman_bus ❤️,Reply,"Satu Kartu, Satu Orang? Yeah, Gitu Dong Pembayaran Bus Kekinian!Kagak pake repot ngutak-ngatik duit lecek lagi. Tinggal tap kartu, selesai deh! Satu orang satu kartu, bukan bebarengan! Jadi pastikan kamu menyiapkan kartu non tunai masing-masing saat mau naik Teman Bus ya!Bayar pake kartu itu juga higienis lho! Udah gak pake uang bolak-balik gitu kan. Pembayaran Teman Bus udah sekeren ini, saatnya kita yang keren juga dong! Satu kartu buat satu orang. Yuk, naik Teman Bus!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"﻿Name,Text,Like,Column 4
yenny_kongguasa,Kpn ada rute ke kintamani dong,10 likes,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
dameria_marlin,"Teman bus pasundan BDG, tolong ya sampaikan ke driver tujuan ikea -alun2, 31 Juli 2024 pkl 05.35 shelter RS. Kharisma. Apa tdk punya HaTI??Saya udh setop dari kejauhan lalu hanya beda kurleb 50 m dari shelter tdk ada keinginan utk menunggu sebentar??? Fyi saya bawa 2 anak sd. Apa tdk terlihat rupa kami bertiga dari kaca depan kalian? Apa kalian di kejar2 SSETORAN??",1 like,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
fennynatalia._,Untuk rute renon tambahkan rute ke Katedral dong min... karena saya kuliah dekat sana... terimakasih sebelumnyaa🙏🏻,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
naufalrama13,perluas rute di DIY dong min,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
hardiantisss,naik ini boleh bawa koper 24inch ga ya? mau ke stasiun tp ongkos gocar mahal bgt😭😭,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
putu_sumartana501,Rute kemana lagi ?  Yg bisa jangkau lebih jauh donk 👏,3 likes,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
evirumondang,Penasaran nih..😍,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
wawan_lismana,"Min kalau bisa di bali seluruh kabupaten terdambung, sama untuk ongkos saran perKM buat min",Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
abd_kholiq87,"Buset dapat rute baru, Makassar rutenya malah hilang GG pemerintah kota Makassar 😂🔥",1 like,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
alfanrailfans,Surabaya kapan min😢,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
stanley_kurnia,Asik rute baru k6 makin asik jalan2 sudah saling terhubung ini kak 😍👏👏 . Terima kasih @teman_bus @transmetrodewata,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
desak986,Petualang baru Tolong juga Ada halte berteduh Unt nunggu bus datang @teman_bus,2 likes,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
suciwid,"K6 lwt Nusa Dua, tlng halte  yg  rusak dan kurang bersih diperhatikan agar pnp bus tdk kepanasan dan kehujanan saat menunggu bus , terimakasih @transmetrodewata ❤️🙏",5 likes,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
andriasanto,@teman_bus Rute Denpasar ke singaraja please..,2 likes,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
bliputu_jinggo,"Halte diperbaiki dong, nunggu bis kepanasan dan kehujan, jalur msh macet, jadi tdk efektif @teman_bus",1 like,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
reginatheixar,"Sambungin ubud/batubulan ke gianyar kota dong dan ke pantai2 di gianyar (lebih, masceti, saba) @transmetrodewata",1 like,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
dinata_nasty,Bus listrik mengaspal di Bali 👍👍,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
boeddysmart,"Yg penting itu bnyk jurusan, interval jgn terlalu lama.. Bl perlu menjangkau ujung ke ujung pulau Bali.",1 like,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
piliarta,Ditunggu rute barunya khusus yg ke bandara ngurah rai... Yg lewat jalan nangka selatan ... Titik henyi di jalan nangka selatan,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
baek_hae_film,Kintamani please,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
itsmejanew,Aslik penisirin bet dah 😍😍😍😍😍😍😍,1 like,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
putra_d1tara,rute menuju Icon Mall Bali,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
yansudja,Rute Gianyar Kota via Stadion Dipta.👏,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
putumulyabdgdeaf85,K6B,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
conan_caraka.exe,"Min, btw kapan ni mulai dibangun akses MRT, LRT, dan ART (kereta Autonomous tanpa rel seperti di IKN Nusantara yg itu, loh) di Bali, kemudian KA Bandara Ngurah Rai, dsb. Kapan mulai 'groundbreaking' ??? 🥰🙏",Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
abiaryanda,"Untuk jam mohon di rubah min, mulai bisa jam 6 pagi sampai jam 10 malam, khusus yg menuju daerah pariwisata, dan untuk pembayaran pakek kartu bisa di subsidi, 1 kali tab untuk 1 hari, brapa pun naik, tetap bayarnya sekali, supaya masyarakat tertarik menggunakan teman bus @teman_bus @kemenhub151@kemenparekraf.ri ,  supaya wisatawan tidak mengeluh dengan kemacetan",Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
adeliokanoko43,"Semoga saja bulan berikutnya kota Gianyar, Jalan Cargo, Buluh Indah, Mahendradatta sama sesetan",2 likes,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
maskentirtri,Rute ke icon mall kah?,Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
arethaswahyu,Surabaya dong tambah koridor sama armada K3 ditambah dengan bus Non Listrik.,2 likes,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat
dewiirma746,"Klo mau ikut teman bus, kita harus punya aplikasi?  Bisa tidak anter jemput anak sekolah?",Reply,Psst... Denger-denger ada yang baru nih di Pulau Dewata!Teman Bus Bali siap menghadirkan petualangan baru buat kamu warga Bali!Ada yang bisa tebak?Penasaran? Pantau terus sosial media Teman Bus ya!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat﻿Name,Text,Like,Column 4
zuuraiza,Aplikasinya kok udah ga ada?,1 like,"Mau Kemana-mana, Pakai Tarif Integrasi Teman Bus Aja!Akhir-akhir ini, apa-apa semakin mahal ya. Harga bensin, tarif tol bahkan ojek online bisa bikin kantong kita jebol.Tapi tenang, ada solusinya! Coba deh naik Teman Bus dengan tarif integrasi. Berapapun jaraknya, kamu hanya perlu bayar sekali untuk bepergian.Gak cuma hemat, perjalananmu juga jadi makin praktis. Jadi, daripada keluar banyak ongkos, mending pakai tarif integrasi Teman Bus aja buat semua aktivitasmu. Perjalanan makin ekonomis, tapi tetap nyaman!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
_jeongdabeen,Ini kalau bayarnya pake QRIS bisa gak? Atau harus tap pake kartu?,Reply,"Mau Kemana-mana, Pakai Tarif Integrasi Teman Bus Aja!Akhir-akhir ini, apa-apa semakin mahal ya. Harga bensin, tarif tol bahkan ojek online bisa bikin kantong kita jebol.Tapi tenang, ada solusinya! Coba deh naik Teman Bus dengan tarif integrasi. Berapapun jaraknya, kamu hanya perlu bayar sekali untuk bepergian.Gak cuma hemat, perjalananmu juga jadi makin praktis. Jadi, daripada keluar banyak ongkos, mending pakai tarif integrasi Teman Bus aja buat semua aktivitasmu. Perjalanan makin ekonomis, tapi tetap nyaman!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
azsa.sabilla,"Pagi kak, mau tanya kalau saya mahasiswa luar surabaya dan kebetulan KTM saya hilang. Apa bisa dikenakan tarif mahasiswa dgn menunjukkan scan KTM? Terima kasih🙏🏼",Reply,"Mau Kemana-mana, Pakai Tarif Integrasi Teman Bus Aja!Akhir-akhir ini, apa-apa semakin mahal ya. Harga bensin, tarif tol bahkan ojek online bisa bikin kantong kita jebol.Tapi tenang, ada solusinya! Coba deh naik Teman Bus dengan tarif integrasi. Berapapun jaraknya, kamu hanya perlu bayar sekali untuk bepergian.Gak cuma hemat, perjalananmu juga jadi makin praktis. Jadi, daripada keluar banyak ongkos, mending pakai tarif integrasi Teman Bus aja buat semua aktivitasmu. Perjalanan makin ekonomis, tapi tetap nyaman!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
pani_ivans,saya naik trans Banjarbakula ga ada tuuh tarif gini. transit bayar lagi 5000 sekarang 😂,Reply,"Mau Kemana-mana, Pakai Tarif Integrasi Teman Bus Aja!Akhir-akhir ini, apa-apa semakin mahal ya. Harga bensin, tarif tol bahkan ojek online bisa bikin kantong kita jebol.Tapi tenang, ada solusinya! Coba deh naik Teman Bus dengan tarif integrasi. Berapapun jaraknya, kamu hanya perlu bayar sekali untuk bepergian.Gak cuma hemat, perjalananmu juga jadi makin praktis. Jadi, daripada keluar banyak ongkos, mending pakai tarif integrasi Teman Bus aja buat semua aktivitasmu. Perjalanan makin ekonomis, tapi tetap nyaman!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
queenthekutilz,Mesin tap unt kartu yg di Trans Dewata masih suka error. Sudah dari bulan Januari 2024 sampai sekarang. Mohon segera ditindak lanjuti.  Sudah hampir 6 bulan masih upgrade terus. Terima kasih.,Reply,"Mau Kemana-mana, Pakai Tarif Integrasi Teman Bus Aja!Akhir-akhir ini, apa-apa semakin mahal ya. Harga bensin, tarif tol bahkan ojek online bisa bikin kantong kita jebol.Tapi tenang, ada solusinya! Coba deh naik Teman Bus dengan tarif integrasi. Berapapun jaraknya, kamu hanya perlu bayar sekali untuk bepergian.Gak cuma hemat, perjalananmu juga jadi makin praktis. Jadi, daripada keluar banyak ongkos, mending pakai tarif integrasi Teman Bus aja buat semua aktivitasmu. Perjalanan makin ekonomis, tapi tetap nyaman!Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
